feature,importance
bb_width,0.1837344303331539
volatility_20d,0.17349800654117964
atr,0.17036494051624795
intraday_range,0.16621178005189668
ma20_dev,0.1624197097808037
vol_ratio,0.15352648227487511
return_5d,0.15043290783936433
return_10d,0.14801753735393425
vol_zscore,0.14719168157170157
ma50_dev,0.14658680234672347
rsi,0.1421514926615721
ret_zscore,0.1410132745265031
return_1d,0.1352933001799401
gap,0.12861149265923782
bb_pct,0.12530639817637143
