feature,importance
volatility_20d,0.24829980080093353
vol_zscore,0.22405844402028657
return_5d,0.22297604841060778
gap,0.22189504062057958
bb_width,0.21990202618264773
rsi,0.21482271353663823
ma20_dev,0.21056311312750628
ret_zscore,0.20601559014049114
atr,0.20412099664006944
return_1d,0.18192494222550418
intraday_range,0.17549672681342257
