feature,importance
vol_zscore,0.19347140958743295
intraday_range,0.17943946895189414
ma20_dev,0.1706918290607512
bb_width,0.17022440554339843
volatility_20d,0.16666675779504164
return_5d,0.16461854581680066
vol_ratio,0.15900983691647164
rsi,0.15848677543404008
atr,0.14797702717475444
gap,0.14347318970587528
ret_zscore,0.1379730338417518
return_10d,0.13507225943479406
ma50_dev,0.13240882791831296
return_1d,0.1291379499860782
bb_pct,0.11677612007823839
