feature,importance
return_5d,0.2381013183456051
volatility_20d,0.21918298664002675
gap,0.21645333610888137
bb_width,0.21592067958603126
intraday_range,0.2117381181224737
atr,0.20849611420070024
vol_zscore,0.20644861759533747
ma20_dev,0.2034723323675776
rsi,0.19501614545025198
ret_zscore,0.18804805660329194
return_1d,0.1748859041942401
