feature,importance
volatility_20d,0.23805041854823583
bb_width,0.22584957536179037
atr,0.2239131617113369
vol_zscore,0.2157554459510878
intraday_range,0.20504280428078425
gap,0.20465435390560185
return_1d,0.200341893241589
return_5d,0.19790732492162966
ret_zscore,0.19619299652327243
rsi,0.18372510350035362
ma20_dev,0.17269464539143292
