feature,importance
volatility_20d,0.2127759037932445
bb_width,0.18942915137440822
rsi,0.18875331557052322
atr,0.18520543768541944
ret_zscore,0.18347292642226887
return_10d,0.1704898801543915
intraday_range,0.16559674190895382
ma50_dev,0.16126589794104937
vol_ratio,0.15470563220749603
vol_zscore,0.15111676755755196
ma20_dev,0.142267219046791
gap,0.13746136061222378
return_1d,0.13296193989869523
return_5d,0.12959118565672795
bb_pct,0.12243551695965939
