feature,importance
vol_zscore,0.23880425552551013
return_5d,0.22335374624795273
volatility_20d,0.2162552816427016
bb_width,0.21101708543193834
ma20_dev,0.20458545805342776
atr,0.20293900916905766
intraday_range,0.1948666305200929
gap,0.19416764085030253
rsi,0.1917776575186316
return_1d,0.18653176541152428
ret_zscore,0.1861349686978438
