feature,importance
ret_zscore,0.19808505936823984
intraday_range,0.18151040508982472
bb_width,0.17783582726844258
return_5d,0.17040014248471083
volatility_20d,0.15979478175236786
return_10d,0.15661620240851049
atr,0.15230677248797203
rsi,0.15078108240078514
ma20_dev,0.14880839250845543
vol_zscore,0.1481081079738755
ma50_dev,0.1468304744078669
return_1d,0.14215178217748717
vol_ratio,0.14085527662735384
gap,0.14040451258470613
bb_pct,0.11920388684335192
