feature,importance
volatility_20d,0.196140881437639
intraday_range,0.1907702125715084
ma50_dev,0.18284563527661393
vol_zscore,0.17980455124742523
vol_ratio,0.16278932857177345
bb_width,0.15933494269957904
ret_zscore,0.15517977119980605
atr,0.15085382261569735
rsi,0.15000239358234305
bb_pct,0.1488910561534889
ma20_dev,0.14840326163940712
return_5d,0.1340611258086178
return_10d,0.13201090814216315
return_1d,0.1246072511621811
gap,0.12042817945632857
