feature,importance
atr,0.21297212706144003
bb_width,0.19626212795587675
intraday_range,0.18903848551690905
volatility_20d,0.18236044074074856
ret_zscore,0.18128968032739542
rsi,0.17709962390133221
vol_zscore,0.17153980952599188
vol_ratio,0.16255599832287473
ma20_dev,0.15088168921926967
ma50_dev,0.1493060838956474
gap,0.14450264058581375
return_5d,0.13785786048408932
return_10d,0.13388089996577138
return_1d,0.13304202486033362
bb_pct,0.10783772147667912
