feature,importance
atr,0.2071901485729799
bb_width,0.19832241554764954
ret_zscore,0.17360935429638616
vol_zscore,0.16306472534471916
vol_ratio,0.16238527507088818
volatility_20d,0.15920226904775128
ma50_dev,0.14865280847952758
intraday_range,0.1433690906129668
return_5d,0.14010097612792072
return_10d,0.13623985318064188
ma20_dev,0.13613799865282478
rsi,0.13583025373149657
gap,0.12743825137010004
return_1d,0.12133200187131123
bb_pct,0.08014146744818583
