feature,importance
volatility_20d,0.2354127469495236
bb_width,0.23120883846892007
ret_zscore,0.21989638469134482
vol_zscore,0.21643679257228965
gap,0.20750369207162156
ma20_dev,0.2063775465997997
intraday_range,0.200696222908885
return_5d,0.19509042627439876
return_1d,0.18972743454944405
atr,0.18886956188388268
rsi,0.18419906680139192
