feature,importance
ret_zscore,0.17603911651297832
bb_width,0.16961844323329497
atr,0.16061379498687509
volatility_20d,0.1575816954658216
intraday_range,0.1563511198840737
return_5d,0.1524487680786196
vol_zscore,0.14745453428593103
rsi,0.14255075719264135
return_1d,0.14206787589113182
gap,0.13964935470684203
ma20_dev,0.1396092936728755
return_10d,0.1384527687963976
ma50_dev,0.1381991903696639
vol_ratio,0.13085005708431022
bb_pct,0.1295890118446251
